Kategori,Alt Kategori,Ürün Grubu,Komisyon_%_KDV_Dahil
Ev & Yaşam,,"Vitrin, konsol",20.0
Ev & Yaşam,,Yan Sehpa,20.0
Ev & Yaşam,,"Yapay meyve, sebze",27.0
Ev & Yaşam,,Yastık alezi,25.0
Ev & Yaşam,,Yastık kılıfı,25.0
Ev & Yaşam,,Yatak Başlığı,20.0
Ev & Yaşam,,Yatak Odası Takımı,20.0
Ev & Yaşam,,"Yatak Pedi, Şiltesi",20.0
Ev & Yaşam,,Yatak Ucu Pufu (Bankı),20.0
Ev & Yaşam,,Yatak pedi,25.0
Ev & Yaşam,,Yağ Sıçratmaz,20.0
Ev & Yaşam,,"Yağlık, sirkelik, sosluk",20.0
Spor&Outdoor,,Yelken Aksesuar,18.0
Spor&Outdoor,,Yem Takma Aparatı,18.0
Spor&Outdoor,,Yem İğnesi,18.0
Ev & Yaşam,,Yemek Masası,20.0
Ev & Yaşam,,Yemek Odası Sandalye,20.0
Ev & Yaşam,,Yemek Odası Takımı,20.0
Moda,,Yemek Çantası,30.0
Spor&Outdoor,,Yemleme Roketi,18.0
Anne & Bebek,,Yenidoğan Takı 15%,28.0
"2. El, Yenilenmiş",,Yenilenmiş Cep Telefonu,10.0
"2. El, Yenilenmiş",,Yenilenmiş Cep Telefonu (sertifikalı),10.0
Ev & Yaşam,,Yolluk,25.0
Ev & Yaşam,,"Yumurta ayırıcı, kırıcı",20.0
Ev & Yaşam,,Yumurta zamanlayıcı,20.0
Ev & Yaşam,,"Yumurta, hamur fırçası",20.0
Ev & Yaşam,,Yumurtalık,20.0
Ev & Yaşam,,Yün yastık,25.0
Ev & Yaşam,,Yün yorgan,25.0
Anne & Bebek,,"Yürüteç, Hoppala",16.0
Spor&Outdoor,,Yüzücü Antrenman Malzemeleri,18.0
Ev & Yaşam,,Zebra perde,25.0
Ev & Yaşam,,Zeytin Çizme Aparatı,20.0
Spor&Outdoor,,Zincir Anahtarı,18.0
Spor&Outdoor,,Zincir Grubu,18.0
Spor&Outdoor,,Zincir Yağı,18.0
Spor&Outdoor,,Zoka,18.0
Ev & Yaşam,,Zırh Bıçak,20.0
Ev & Yaşam,,Çalışma Odası Laptop Sehpası,20.0
Ev & Yaşam,,Çalışma Odası Sandalye,20.0
Ev & Yaşam,,Çamaşır Makinesi Dolabı,20.0
Ev & Yaşam,,"Çamaşır Sepeti, Kirli Sepeti",20.0
Moda,,Çanta Aksesuar,30.0
Moda,,"Çanta Bakım, Koruma",30.0
Süpermarket,,Çay,17.0
Ev & Yaşam,,Çay kaşığı,20.0
Ev & Yaşam,,"Çaydanlık, demlik",20.0
Ev & Yaşam,,Çekirdek Çıkartıcı,20.0
Ev & Yaşam,,Çelik Kasa,20.0
Spor&Outdoor,,Çelik Tel,18.0
Ev & Yaşam,,"Çerezlik, sosluk",20.0
Ev & Yaşam,,Çift taraflı ikiz tava,20.0
Süpermarket,,Çikolata ve Şekerleme,17.0
Moda,,Çocuk Abiye,25.0
Moda,,Çocuk Giyim Bluz,25.0
Moda,,Çocuk Giyim Ceket,25.0
Moda,,Çocuk Giyim Etek,25.0
Moda,,Çocuk Giyim Gömlek,25.0
Moda,,Çocuk Giyim Hırka,25.0
Moda,,Çocuk Giyim Jean,25.0
Moda,,Çocuk Giyim Jile,30.0
Moda,,Çocuk Giyim Kaban,25.0
Moda,,Çocuk Giyim Kazak,25.0
Moda,,Çocuk Giyim Mayo,25.0
Moda,,Çocuk Giyim Mont,25.0
Moda,,Çocuk Giyim Pantolon,25.0
Moda,,Çocuk Giyim Pardösü,25.0
Moda,,Çocuk Giyim Pijama,25.0
Moda,,Çocuk Giyim Polar,25.0
Moda,,Çocuk Giyim Sweatshirt,25.0
Moda,,Çocuk Giyim Sünnet Kıyafeti,30.0
Moda,,Çocuk Giyim Süveter,25.0
Moda,,Çocuk Giyim Tayt,25.0
Moda,,Çocuk Giyim Trençkot,25.0
Moda,,"Çocuk Giyim Tulum, Salopet",25.0
Moda,,Çocuk Giyim Yagmurluk,25.0
Moda,,Çocuk Giyim Yelek/Bolero,25.0
Moda,,Çocuk Giyim Çorap,30.0
Moda,,Çocuk Giyim İç Çamaşırı,30.0
Moda,,"Çocuk Giyim Şort,Bermuda,Capri",25.0
Ev & Yaşam,,Çocuk Odası Aydınlatması,27.0
Ev & Yaşam,,"Çocuk, Genç Odası Takımı",20.0
Ev & Yaşam,,"Çocuk, genç odası halısı",25.0
Ev & Yaşam,,Çok Amaçlı Oyuncak Dolabı,20.0
Moda,,Çorap,25.0
Ev & Yaşam,,Çöp kovası,20.0
Ev & Yaşam,,Çırpıcı,20.0
Ev & Yaşam,,Ölçü kabı,20.0
Ev & Yaşam,,Ölçü kaşığı,20.0
Ev & Yaşam,,Örgü Malzeme ve Aksesuarları,25.0
Moda,,"Üniforma, Kostüm & Aksesuar",25.0
Ev & Yaşam,,Ütü Masası Kılıfı,25.0
"2. El, Yenilenmiş",,İkinci El Cep Telefonu (sertifikalı),10.0
Elektronik,,"İkinci el, Yenilenmiş, Outlet, Teşhir 5%",22.0
Elektronik,,İnce Pil,15.0
Ev & Yaşam,,İp perde,25.0
Moda,,İç Giyim Aksesuarları,30.0
Moda,,İç Giyim Body,30.0
Moda,,İçlik,25.0
Spor&Outdoor,,"İğne, İğne Seti",18.0
Moda,,Şalvar,30.0
Spor&Outdoor,,Şamandıra,18.0
Elektronik,,Şarj Edilebilir Pil,15.0
Elektronik,,Şarj Kiti,15.0
Elektronik,,Şarjlı süpürge,12.0
Ev & Yaşam,,Şeker hamuru kalıbı,20.0
Süpermarket,,Şeker ve Tuz,17.0
Ev & Yaşam,,"Şekerlik, lokumluk",20.0
Ev & Yaşam,,"Şekerlik, meyvelik",27.0
Ev & Yaşam,,Şemsiyelik,20.0
Ev & Yaşam,,Şerit LED,27.0
Ev & Yaşam,,Şifonyer,20.0
Spor&Outdoor,,Şişirme Pompası,18.0
Spor&Outdoor,,Şişme Deniz Kolluğu,18.0
Spor&Outdoor,,Şişme Deniz Topu,18.0
Moda,,"Şort, Kapri",25.0
